UniProt_ID,ChEMBL_ID,PDB_ID,Gene_Name,Synonyms,Other_Accessions,Organism,Method,Resolution,Chains
P04626,CHEMBL1824,5OB4,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,NMR,,A/B=641-684
P04626,CHEMBL1824,5TQS,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,X-ray,1.88 A,E/F/G/H=1218-1228
P04626,CHEMBL1824,6ATT,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,X-ray,3.77 A,A=23-652
P04626,CHEMBL1824,6BGT,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,X-ray,2.70 A,C=1-652
P04626,CHEMBL1824,6J71,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,X-ray,2.92 A,A=22-639
P04626,CHEMBL1824,6LBX,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,X-ray,2.03 A,B=531-626
P04626,CHEMBL1824,6OGE,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,EM,4.36 A,A=23-644
P04626,CHEMBL1824,7JXH,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,X-ray,3.27 A,A/B/C/D/E/F/G/H=703-1024
P04626,CHEMBL1824,7MN5,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,EM,2.93 A,B=1-1029
P04626,CHEMBL1824,7MN6,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,EM,3.09 A,B=1-1029
P04626,CHEMBL1824,7MN8,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,EM,3.45 A,B=1-1029
P04626,CHEMBL1824,7PCD,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,X-ray,1.77 A,A=703-1029
P04626,CHEMBL1824,7QVK,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,X-ray,3.10 A,AAA=23-646
P04626,CHEMBL1824,8FFJ,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,EM,7.50 A,X=23-644
P04626,CHEMBL1824,8HGO,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,EM,3.31 A,B=1-693
P04626,CHEMBL1824,8HGP,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,EM,4.53 A,B=1-693
P04626,CHEMBL1824,8Q6J,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,EM,3.30 A,E=23-646
P04626,CHEMBL1824,1N8Z,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,1S78,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,2A91,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,3BE1,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,3H3B,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,3MZW,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,3N85,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,3WLW,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,3WSQ,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,4HRL,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,4HRM,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,4HRN,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,1MW4,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,1N8Z,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,2A91,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,2JWA,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,2N2A,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,3H3B,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,3MZW,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,3N85,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,3PP0,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,3WLW,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,3WSQ,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,5MY6,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,6J71,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,6LBX,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,7MN5,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P04626,CHEMBL1824,7PCD,ERBB2,"HER2, MLN19, NEU, NGL","B2RZG3, B4DHN3, Q14256, Q6LDV1, Q9UMK4, X5D2V5",9606,,,
P00533,CHEMBL203,1IVO,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,3.30 A,A/B=25-646
P00533,CHEMBL203,1M14,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.60 A,A=695-1022
P00533,CHEMBL203,1M17,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.60 A,A=695-1022
P00533,CHEMBL203,1MOX,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.50 A,A/B=25-525
P00533,CHEMBL203,1NQL,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.80 A,A=25-642
P00533,CHEMBL203,1XKK,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.40 A,A=695-1022
P00533,CHEMBL203,1YY9,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.60 A,A=25-642
P00533,CHEMBL203,1Z9I,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,NMR,,A=669-721
P00533,CHEMBL203,2EB2,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.50 A,A=695-1022
P00533,CHEMBL203,2EB3,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.84 A,A=695-1022
P00533,CHEMBL203,2GS2,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.80 A,A=696-1022
P00533,CHEMBL203,2GS6,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.60 A,A=696-1022
P00533,CHEMBL203,2GS7,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.60 A,A/B=696-1022
P00533,CHEMBL203,2ITN,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.47 A,A=696-1022
P00533,CHEMBL203,2ITO,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,3.25 A,A=696-1022
P00533,CHEMBL203,2ITP,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.74 A,A=696-1022
P00533,CHEMBL203,2ITQ,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.68 A,A=696-1022
P00533,CHEMBL203,2ITT,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.73 A,A=696-1022
P00533,CHEMBL203,2ITU,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.80 A,A=696-1022
P00533,CHEMBL203,2ITV,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.47 A,A=696-1022
P00533,CHEMBL203,2ITW,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.88 A,A=696-1022
P00533,CHEMBL203,2ITX,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.98 A,A=696-1022
P00533,CHEMBL203,2ITY,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,3.42 A,A=696-1022
P00533,CHEMBL203,2ITZ,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.72 A,A=696-1022
P00533,CHEMBL203,2J5E,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,3.10 A,A=696-1022
P00533,CHEMBL203,2J5F,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,3.00 A,A=696-1022
P00533,CHEMBL203,2J6M,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,3.10 A,A=696-1022
P00533,CHEMBL203,2JIT,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,3.10 A,A/B=696-1022
P00533,CHEMBL203,2JIU,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,3.05 A,A/B=695-1022
P00533,CHEMBL203,2JIV,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,3.50 A,A/B=695-1022
P00533,CHEMBL203,2KS1,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,NMR,,B=634-677
P00533,CHEMBL203,2M0B,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,NMR,,A/B=634-677
P00533,CHEMBL203,2M20,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,NMR,,A/B=642-697
P00533,CHEMBL203,2N5S,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,NMR,,A=642-690
P00533,CHEMBL203,2RF9,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,3.50 A,A/B=696-1022
P00533,CHEMBL203,2RFD,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,3.60 A,A/B=702-1022
P00533,CHEMBL203,2RFE,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.90 A,A/B/C/D=702-1022
P00533,CHEMBL203,2RGP,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.00 A,A=702-1016
P00533,CHEMBL203,3B2U,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.58 A,A/B/E/I/M/P/S/V=335-538
P00533,CHEMBL203,3B2V,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,3.30 A,A=25-642
P00533,CHEMBL203,3BEL,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.30 A,A=702-1016
P00533,CHEMBL203,3BUO,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.60 A,A/C=1063-1075
P00533,CHEMBL203,3C09,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,3.20 A,A/D=336-538
P00533,CHEMBL203,3G5V,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.00 A,C=311-326
P00533,CHEMBL203,3G5Y,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,1.59 A,E=311-326
P00533,CHEMBL203,3GOP,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",9606,X-ray,2.80 A,A=669-1022
